ID	 sex	CentSize	SF	IF	SP	IP	T	O	LOS	PCS	CS	SyF	STS	POS	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
11	2	404.3750902	31.41067018	22.54788049	15.38029138	22.61150596	29.98942946	11.19524427	6.506317897	7.95526884	20.72030055	20.12416897	31.74957545	17.54377172	0.00252	0.00169	-0.02566	0.01105	0.00535	0.02148	0.00627	-0.02075	-0.00807	-0.00164
12	2	365.0215149	29.7040222	22.84672307	15.52505131	23.56119112	30.76938488	10.89223482	6.317075177	8.561998105	19.5528492	15.72310309	30.46661151	18.12977787	-0.04975	-0.04871	0.02323	-0.0018	-0.0036	0.00712	0.00101	-0.04177	0.02177	-0.00438
13	2	395.0122337	32.15560737	24.43207929	12.29990642	21.7593251	31.1090196	10.61181804	5.775998035	7.62704637	20.16966015	20.9634734	31.84477073	18.50760963	0.02113	-0.00989	-0.04417	0.00128	0.01349	0.00348	-0.00898	-0.00132	0.0045	-0.0062
14	2	399.3547	30.45136784	23.27780564	14.5573244	23.04994976	30.21104158	12.43842914	6.744436913	6.112576681	20.66606725	20.96324466	31.25184165	18.1425546	0.05893	-0.03228	-0.02659	0.01036	-0.01914	0.00084	0.02754	0.00632	-0.00921	-0.00979
15	2	390.1050898	30.04012714	22.87768455	13.18437634	24.25534393	29.77615278	12.62027239	5.482311476	6.981081918	19.76206391	18.34029738	28.76300558	18.39531083	0.00682	-0.0273	-0.00412	-0.01244	0.01369	-0.00168	0.02055	0.0251	-0.00043	0.02093
16	2	415.8416721	29.28637727	23.31576581	16.6228175	23.40215437	31.07030117	9.838451045	6.552413532	5.70432708	19.07446925	19.10520451	31.89408186	16.69323515	0.03859	-0.00555	-0.00544	0.00935	-0.00514	0.01191	0.02193	-0.00258	-0.0172	0.0107
17	1	425.765072	30.60673937	21.67403948	16.43932996	24.94827391	31.52638501	9.01376703	6.684758413	6.746336912	19.21090006	20.35616972	30.77089467	16.38335553	0.05012	-0.02004	0.02346	0.01611	0.01661	0.00029	-0.03263	0.02599	-0.00905	-0.00292
18	1	409.11615	27.86599656	20.95269299	16.62705733	24.05057546	29.87452373	10.92637459	7.12446076	6.840736193	20.10631623	16.49734054	30.73107339	17.63818745	-0.03065	-0.03724	0.01234	0.00239	-0.03069	0.01605	0.01739	0.00682	0.00058	0.02246
19	2	401.927986	30.04641311	23.10209209	13.94869159	23.74200919	30.5773206	11.57335921	7.103634475	6.682278325	19.77286987	19.11801494	29.23014618	17.16995562	-0.00345	-0.00967	-0.01271	-0.02337	0.00011	0.01268	0.02181	-0.00155	-0.00847	0.00417
20	2	399.6394339	31.98839247	23.69178121	14.03690441	21.0981466	29.26811549	9.625337262	7.104459489	7.487369858	19.63331918	20.49517732	29.83586413	16.96091695	-0.02053	0.00742	-0.0332	0.02827	0.00504	-0.02519	-0.01206	-0.00281	-0.0166	-0.01263
21	1	385.0823621	31.68547617	23.63913881	15.14709984	23.55208674	32.57562085	9.531363468	7.464192014	9.684598076	19.08043946	17.43274191	29.9932087	19.48197152	-0.04467	-0.0247	0.00937	0.02143	0.0132	-0.01561	-0.0119	-0.02956	0.03371	0.00334
22	2	382.264862	30.63372542	22.59160481	16.25462005	23.15361044	30.12036046	10.28875087	7.561312054	5.894258208	20.88593998	19.62416966	30.72078863	19.53387594	-0.0214	0.01008	-0.01587	0.01635	-0.02546	-0.00805	-0.00107	-0.02932	-0.01074	0.00019
23	2	386.1380635	31.38890713	22.34855732	15.70593427	24.79388228	32.55456713	10.05685972	6.434237239	7.725353734	19.58000515	19.06428238	28.63788671	18.05344729	-0.01739	0.01313	0.02551	-0.0162	0.03153	-0.00662	-0.01007	0.01307	-0.00774	0.00037
24	2	394.3493892	30.5590003	22.03428119	17.03436744	23.33042471	30.27422723	10.83588881	6.374354052	6.316302564	20.65451795	18.75701271	30.70299793	18.08048641	0.03898	-0.0245	-0.00427	0.0188	0.00422	0.02601	-0.00446	0.00207	-0.00288	0.01238
25	1	415.2881612	31.16065076	22.13978776	14.7981472	23.90048881	31.2737726	9.410323646	7.209005499	7.491952222	20.48053533	19.02669864	27.03445919	16.40275569	0.00469	-0.00512	0.00372	-0.01849	0.00821	-0.02073	-0.01065	0.00333	0.01273	0.00459
26	1	425.0236416	30.94471042	23.20551718	15.48026414	23.19130238	31.46316439	10.87839323	6.749543894	7.017992586	19.00650347	19.63884649	29.69933191	18.36341532	0.04508	-0.01241	-0.00341	-0.01161	0.00551	0.01315	-0.00073	-0.00215	-0.00681	-0.00661
27	2	397.2450692	30.69803701	22.61239449	16.02758894	24.75409302	31.11801915	11.65274492	8.210862254	7.320279698	19.77500143	16.97122739	29.12347902	18.85104813	-0.00787	-0.00541	0.0421	0.00033	0.00948	0.01302	-0.01523	-0.0277	0.02107	-0.00253
28	2	391.3344981	30.67730792	23.32241523	14.28191001	21.83649534	30.9942636	12.26704189	5.669603677	5.531140171	20.32669724	17.53643623	30.86067309	18.83852756	0.00719	-0.01937	-0.02517	0.00904	-0.01041	0.01713	-0.00606	-0.0043	0.0082	-0.0062
29	2	403.8007229	31.06715098	24.08397815	13.71546874	22.22410042	31.27134946	11.44625429	6.832132129	6.387441013	18.5885124	19.58769698	31.65969179	17.86906751	0.02511	0.0097	-0.02876	-0.01094	0.00312	0.02529	-0.00034	0.00269	0.00147	-0.00499
30	2	402.7512327	29.61882304	22.36108496	16.10572398	24.39124012	31.66386353	12.04321908	4.885701219	6.874564211	20.086612	19.36798054	31.0019601	18.79003431	0.00513	0.02328	-0.00001	-0.00805	-0.0036	0.03706	0.00707	-0.00189	0.01767	-0.00394
31	1	403.6786825	30.51671854	22.49200722	16.20954289	24.01939902	31.24096223	10.00216184	6.561059327	7.016937256	20.25045221	17.43502827	29.72374446	17.37543001	-0.0128	-0.02798	0.00907	0.00063	0.01337	0.00855	0.00605	0.00678	-0.01505	0.00281
32	2	396.0671003	28.78702545	23.22760818	14.96212644	22.44215779	30.63905456	12.51224054	6.226139771	8.486765075	18.98333724	16.75039619	29.29304143	17.77206046	-0.04802	-0.0295	0.00218	-0.00738	-0.00541	0.00935	0.02333	0.01594	0.00055	-0.00114
33	2	405.8091359	29.09374053	22.99329311	16.43296502	24.33946547	30.86122008	8.966280787	6.815207978	7.676869543	19.32009028	19.92589007	30.10922288	17.50565703	-0.0195	0.01178	0.00465	0.01468	0.00909	-0.00288	0.00892	-0.00657	-0.02005	0.02195
34	1	415.7346368	31.37275779	22.9831048	14.96664094	23.97196292	31.69360886	8.785923371	6.978561151	6.490315484	20.15498592	18.56984882	30.44675079	17.89688104	-0.00426	0.00042	-0.00704	-0.01252	-0.00266	-0.00596	-0.02195	-0.01406	0.00272	0.01488
35	1	402.1295266	32.04652164	22.44280344	14.27070276	22.38146802	30.05956701	9.860866198	7.850918128	5.882149016	19.43937169	20.24766556	29.49260496	16.05054081	0.01359	0.00273	-0.01522	-0.02105	-0.00342	-0.01197	-0.025	-0.01139	-0.02147	0.00419
36	2	375.703565	30.57465709	22.96114529	14.63358524	23.54910297	31.67550287	8.5906564	9.202468725	8.095883865	20.10242471	18.93130416	29.84426026	18.37530676	0.02931	-0.04562	0.01329	-0.0116	0.01103	-0.03078	-0.02189	-0.025	-0.01189	-0.00555
37	2	372.081064	31.05405931	23.65316831	15.59357736	23.47264218	30.41496486	9.492000194	6.44884271	7.38861308	20.00462021	19.91469013	27.34745735	18.12350273	-0.01586	0.02088	-0.00471	-0.01045	0.00191	-0.03433	-0.00401	-0.01851	0.00962	0.00992
38	2	403.0857579	31.46066564	24.0822673	15.74290294	22.85816711	31.52545882	9.856753306	8.052622062	7.057083612	19.57577923	19.17448685	31.38570038	17.85674672	0.03475	0.02616	0.00821	0.01279	0.01706	-0.01313	-0.00957	0.00016	0.01873	0.00118
39	2	379.8779047	30.53234901	23.55829889	16.36700891	23.47473897	30.51637852	10.70264047	6.962125283	8.324037085	19.61700486	18.13832855	28.64256595	18.59105792	-0.03043	-0.01473	0.01445	0.04187	-0.02031	-0.01773	0.00276	0.00502	-0.00884	-0.01072
40	2	386.424528	29.78805699	22.37845561	16.16988148	24.39554591	31.55113735	11.50550021	6.008316474	7.713958838	20.8304113	18.68325685	31.95244906	17.71077785	0.01361	0.01853	0.00682	0.01411	-0.02685	0.00868	0.01281	0.00493	0.00049	0.00322
